track_name,artist_name,playcount,listeners,url,image_url
LA NOCHE DE ANOCHE (Feat. Bad Bunny),Bad Bunny,11,11,https://www.last.fm/music/Bad+Bunny/_/LA+NOCHE+DE+ANOCHE+(Feat.+Bad+Bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Vega Baja,Bad Bunny,11,11,https://www.last.fm/music/Bad+Bunny/_/Vega+Baja,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bad Bunny x Nesi x Ivy Queen - Yo Perreo Sola Remix (Audio Oficial),Bad Bunny,12,11,https://www.last.fm/music/Bad+Bunny/_/Bad+Bunny+x+Nesi+x+Ivy+Queen+-+Yo+Perreo+Sola+Remix+(Audio+Oficial),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Amorfoda ( Chicken cover ),Bad Bunny,12,11,https://www.last.fm/music/Bad+Bunny/_/Amorfoda+(+Chicken+cover+),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Baby Tu Me Gustas,Bad Bunny,433,10,https://www.last.fm/music/Bad+Bunny/_/Baby+Tu+Me+Gustas,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Santa (con Daddy Yankee),Bad Bunny,191,10,https://www.last.fm/music/Bad+Bunny/_/La+Santa+(con+Daddy+Yankee),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La última vez,Bad Bunny,123,10,https://www.last.fm/music/Bad+Bunny/_/La+%C3%BAltima+vez,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Soy Peor (Official Remix) [Ft. Arcangel, Ozuna y J Balvin]",Bad Bunny,142,10,"https://www.last.fm/music/Bad+Bunny/_/Soy+Peor+(Official+Remix)+%5BFt.+Arcangel,+Ozuna+y+J+Balvin%5D",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
DAKITI feat. Jhay Cortez,Bad Bunny,96,10,https://www.last.fm/music/Bad+Bunny/_/DAKITI+feat.+Jhay+Cortez,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MOOD Freestyle,Bad Bunny,89,10,https://www.last.fm/music/Bad+Bunny/_/MOOD+Freestyle,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me Rolié,Bad Bunny,81,10,https://www.last.fm/music/Bad+Bunny/_/Me+Roli%C3%A9,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tití Me Preguntó,Bad Bunny,76,10,https://www.last.fm/music/Bad+Bunny/_/Titi%CC%81+Me+Pregunto%CC%81,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
No Perdamos Tiempo,Bad Bunny,83,10,https://www.last.fm/music/Bad+Bunny/_/No+Perdamos+Tiempo,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Después de la Playa,Bad Bunny,71,10,https://www.last.fm/music/Bad+Bunny/_/Despue%CC%81s+de+la+Playa,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
El Chapo,Bad Bunny,71,10,https://www.last.fm/music/Bad+Bunny/_/El+Chapo,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Puesto Pa Guerrial,Bad Bunny,68,10,https://www.last.fm/music/Bad+Bunny/_/Puesto+Pa+Guerrial,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Zona (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,72,10,https://www.last.fm/music/Bad+Bunny/_/La+Zona+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Cartera,Bad Bunny,69,10,https://www.last.fm/music/Bad+Bunny/_/La+Cartera,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Otra Noche En Miami (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,55,10,https://www.last.fm/music/Bad+Bunny/_/Otra+Noche+En+Miami+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (feat Drake),Bad Bunny,65,10,https://www.last.fm/music/Bad+Bunny/_/MIA+(feat+Drake),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Chambea (Explicit),Bad Bunny,52,10,https://www.last.fm/music/Bad+Bunny/_/Chambea+(Explicit),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
120 (Version Completa) (By @trapzone_official),Bad Bunny,49,10,https://www.last.fm/music/Bad+Bunny/_/120+(Version+Completa)+(By+@trapzone_official),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
NO ME QUIERO CASAR (Visualizer) | nadie sabe lo que va a pasar mañana,Bad Bunny,46,10,https://www.last.fm/music/Bad+Bunny/_/NO+ME+QUIERO+CASAR+(Visualizer)+%7C+nadie+sabe+lo+que+va+a+pasar+ma%C3%B1ana,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
EL MUNDO ES MÃO,Bad Bunny,47,10,https://www.last.fm/music/Bad+Bunny/_/EL+MUNDO+ES+M%C3%83%C2%8DO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Corazon,Bad Bunny,47,10,https://www.last.fm/music/Bad+Bunny/_/Corazon,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
TELEFONO NUEVO (con Luar La L),Bad Bunny,40,10,https://www.last.fm/music/Bad+Bunny/_/TELEFONO+NUEVO+(con+Luar+La+L),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Estamos Bien (By JGalvez) (WWW.ELGENEFO.COM),Bad Bunny,43,10,https://www.last.fm/music/Bad+Bunny/_/Estamos+Bien+(By+JGalvez)+(WWW.ELGENEFO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ojitos Lindos  feat. Bomba Estéreo,Bad Bunny,36,10,https://www.last.fm/music/Bad+Bunny/_/Ojitos+Lindos++feat.+Bomba+Est%C3%A9reo,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
HOY COBRÃ‰,Bad Bunny,32,10,https://www.last.fm/music/Bad+Bunny/_/HOY+COBR%C3%83%E2%80%B0,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Te Mudaste (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,33,10,https://www.last.fm/music/Bad+Bunny/_/Te+Mudaste+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
P FKN R (ft. Kendo Kaponi & Arcángel),Bad Bunny,33,10,https://www.last.fm/music/Bad+Bunny/_/P+FKN+R+(ft.+Kendo+Kaponi+&+Arc%C3%A1ngel),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Corriente  (ft. Tony Dize),Bad Bunny,27,10,https://www.last.fm/music/Bad+Bunny/_/La+Corriente++(ft.+Tony+Dize),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Vete - SongsLover.com,Bad Bunny,28,10,https://www.last.fm/music/Bad+Bunny/_/Vete+-+SongsLover.com,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Triste,Bad Bunny,28,10,https://www.last.fm/music/Bad+Bunny/_/Triste,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Diles (feat. Ozuna),Bad Bunny,28,10,https://www.last.fm/music/Bad+Bunny/_/Diles+(feat.+Ozuna),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
TELEFONO NUEVO feat. Luar La L,Bad Bunny,24,10,https://www.last.fm/music/Bad+Bunny/_/TELEFONO+NUEVO+feat.+Luar+La+L,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
120 (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,25,10,https://www.last.fm/music/Bad+Bunny/_/120+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
1 Polvo,Bad Bunny,25,10,https://www.last.fm/music/Bad+Bunny/_/1+Polvo,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
HOY COBRÉ | EL ÚLTIMO TOUR DEL MUNDO [Visualizer],Bad Bunny,24,10,https://www.last.fm/music/Bad+Bunny/_/HOY+COBR%C3%89+%7C+EL+%C3%9ALTIMO+TOUR+DEL+MUNDO+%5BVisualizer%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY x ÑENGO FLOW - QUE MALO | YHLQMDLG,Bad Bunny,22,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+x+%C3%91ENGO+FLOW+-+QUE+MALO+%7C+YHLQMDLG,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - DIME SI TE ACUERDAS,Bad Bunny,21,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+DIME+SI+TE+ACUERDAS,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY x YAVIAH - BICHIYAL | YHLQMDLG (Official Video),Bad Bunny,21,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+x+YAVIAH+-+BICHIYAL+%7C+YHLQMDLG+(Official+Video),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MERCEDES CAROTA feat. YOVNGCHIMI,Bad Bunny,19,10,https://www.last.fm/music/Bad+Bunny/_/MERCEDES+CAROTA+feat.+YOVNGCHIMI,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
El ApagÃ³n,Bad Bunny,19,10,https://www.last.fm/music/Bad+Bunny/_/El+Apag%C3%83%C2%B3n,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (Madd Man x 2Dlqtz Remix) (feat. Drake),Bad Bunny,23,10,https://www.last.fm/music/Bad+Bunny/_/MIA+(Madd+Man+x+2Dlqtz+Remix)+(feat.+Drake),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
‎Tenemos Que Hablar,Bad Bunny,20,10,https://www.last.fm/music/Bad+Bunny/_/%E2%80%8ETenemos+Que+Hablar,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
RONCA FREESTYLE [Explicit],Bad Bunny,19,10,https://www.last.fm/music/Bad+Bunny/_/RONCA+FREESTYLE+%5BExplicit%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Estamos Arriba - Bad Bunny X Myke Towers,Bad Bunny,20,10,https://www.last.fm/music/Bad+Bunny/_/Estamos+Arriba+-+Bad+Bunny+X+Myke+Towers,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY x JOWELL & RANDY x ÑENGO FLOW -  SAFAERA | YHLQMDLG [Visualizer],Bad Bunny,18,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+x+JOWELL+&+RANDY+x+%C3%91ENGO+FLOW+-++SAFAERA+%7C+YHLQMDLG+%5BVisualizer%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (feat. Drake) - SongsLover.com,Bad Bunny,19,10,https://www.last.fm/music/Bad+Bunny/_/MIA+(feat.+Drake)+-+SongsLover.com,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Tu No Metes Cabra (Remix) (con Anuel AA, Cosculluela y Daddy Yankee)",Bad Bunny,17,10,"https://www.last.fm/music/Bad+Bunny/_/Tu+No+Metes+Cabra+(Remix)+(con+Anuel+AA,+Cosculluela+y+Daddy+Yankee)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"THE SIMPSONS, BAD BUNNY - TE DESEO LO MEJOR (Official Video)",Bad Bunny,17,10,"https://www.last.fm/music/Bad+Bunny/_/THE+SIMPSONS,+BAD+BUNNY+-+TE+DESEO+LO+MEJOR+(Official+Video)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - NI BIEN NI MAL | X100PRE (Video Oficial),Bad Bunny,16,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+NI+BIEN+NI+MAL+%7C+X100PRE+(Video+Oficial),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (feat. Drake) [Mixed],Bad Bunny,16,10,https://www.last.fm/music/Bad+Bunny/_/MIA+(feat.+Drake)+%5BMixed%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Me Llueven 2 (con Almighty, Denyerkin, Quimico Ultra Mega y El Fother)",Bad Bunny,15,10,"https://www.last.fm/music/Bad+Bunny/_/Me+Llueven+2+(con+Almighty,+Denyerkin,+Quimico+Ultra+Mega+y+El+Fother)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Tu no metes cabra [Explícita],Bad Bunny,15,10,https://www.last.fm/music/Bad+Bunny/_/Tu+no+metes+cabra+%5BExpl%C3%ADcita%5D,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
LA DROGA (feat. Benito A. Martínez Ocasio),Bad Bunny,14,10,https://www.last.fm/music/Bad+Bunny/_/LA+DROGA+(feat.+Benito+A.+Mart%C3%ADnez+Ocasio),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Yonaguni, pero estas en el baño en una fiesta.",Bad Bunny,14,10,"https://www.last.fm/music/Bad+Bunny/_/Yonaguni,+pero+estas+en+el+ba%C3%B1o+en+una+fiesta.",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Te Lo Meto Yo (feat. Arcángel, Lary Over, Farruko & Tempo)",Bad Bunny,14,10,"https://www.last.fm/music/Bad+Bunny/_/Te+Lo+Meto+Yo+(feat.+Arc%C3%A1ngel,+Lary+Over,+Farruko+&+Tempo)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Features,Bad Bunny,11,10,https://www.last.fm/music/Bad+Bunny/_/Features,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Oasis,Bad Bunny,11,10,https://www.last.fm/music/Bad+Bunny/_/Oasis,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - MONACO,Bad Bunny,10,10,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+MONACO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Si Estuviésemos Juntos, pero estas en el baño en una fiesta.",Bad Bunny,11,10,"https://www.last.fm/music/Bad+Bunny/_/Si+Estuvi%C3%A9semos+Juntos,+pero+estas+en+el+ba%C3%B1o+en+una+fiesta.",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artwork & Title,Bad Bunny,10,10,https://www.last.fm/music/Bad+Bunny/_/Artwork+&+Title,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Perro Negro (With Feid),Bad Bunny,341,9,https://www.last.fm/music/Bad+Bunny/_/Perro+Negro+(With+Feid),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
DAKITI (ft. Jhay Cortez),Bad Bunny,106,9,https://www.last.fm/music/Bad+Bunny/_/DAKITI+(ft.+Jhay+Cortez),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Bellacoso,Bad Bunny,78,9,https://www.last.fm/music/Bad+Bunny/_/Bellacoso,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
AM Remix,Bad Bunny,65,9,https://www.last.fm/music/Bad+Bunny/_/AM+Remix,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY x PJ SIN SUELA x ÑEJO - CUÁL ES TU PLAN? (Video Oficial),Bad Bunny,51,9,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+x+PJ+SIN+SUELA+x+%C3%91EJO+-+CU%C3%81L+ES+TU+PLAN%3F+(Video+Oficial),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
En Casita Ft. Gabriela,Bad Bunny,52,9,https://www.last.fm/music/Bad+Bunny/_/En+Casita+Ft.+Gabriela,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (Letras),Bad Bunny,48,9,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(Letras),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Panamera (Remix) [feat. Arcángel, Almighty, Black Jonas Point & Quimico Ultramega]",Bad Bunny,59,9,"https://www.last.fm/music/Bad+Bunny/_/Panamera+(Remix)+%5Bfeat.+Arc%C3%A1ngel,+Almighty,+Black+Jonas+Point+&+Quimico+Ultramega%5D",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MIA (med Drake),Bad Bunny,47,9,https://www.last.fm/music/Bad+Bunny/_/MIA+(med+Drake),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Sólo de Mí,Bad Bunny,47,9,https://www.last.fm/music/Bad+Bunny/_/S%C3%B3lo+de+M%C3%AD,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"ACHO PR (feat. Arcangel, De La Ghetto, Ñengo Flow, Austin Santos, Benito A. Martinez Ocasio, Edwin Rosa, Julio Irvin Ramos Filomeno, Norman D. Howell, Rafael Castillo Torres)",Bad Bunny,39,9,"https://www.last.fm/music/Bad+Bunny/_/ACHO+PR+(feat.+Arcangel,+De+La+Ghetto,+%C3%91engo+Flow,+Austin+Santos,+Benito+A.+Martinez+Ocasio,+Edwin+Rosa,+Julio+Irvin+Ramos+Filomeno,+Norman+D.+Howell,+Rafael+Castillo+Torres)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BABY NUEVA (Visualizer) | nadie sabe lo que va a pasar mañana,Bad Bunny,38,9,https://www.last.fm/music/Bad+Bunny/_/BABY+NUEVA+(Visualizer)+%7C+nadie+sabe+lo+que+va+a+pasar+ma%C3%B1ana,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
QUÉ PRETENDES,Bad Bunny,42,9,https://www.last.fm/music/Bad+Bunny/_/QU%C3%89+PRETENDES,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
PA' ROMPERLA (with Don Omar),Bad Bunny,37,9,https://www.last.fm/music/Bad+Bunny/_/PA%27+ROMPERLA+(with+Don+Omar),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Antes Que Se Acabe (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,35,9,https://www.last.fm/music/Bad+Bunny/_/Antes+Que+Se+Acabe+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me Porto Bonito (feat Chencho Corleone),Bad Bunny,34,9,https://www.last.fm/music/Bad+Bunny/_/Me+Porto+Bonito+(feat+Chencho+Corleone),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Me Mata (feat. Arcangel, Almighty, Bryant Myers & Noriel)",Bad Bunny,33,9,"https://www.last.fm/music/Bad+Bunny/_/Me+Mata+(feat.+Arcangel,+Almighty,+Bryant+Myers+&+Noriel)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"MIA (feat. Drake, Benito Antonio Martinez)",Bad Bunny,31,9,"https://www.last.fm/music/Bad+Bunny/_/MIA+(feat.+Drake,+Benito+Antonio+Martinez)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
El Mundo Es Mio (By JGalvez) (WWW.ELGENERO.COM),Bad Bunny,31,9,https://www.last.fm/music/Bad+Bunny/_/El+Mundo+Es+Mio+(By+JGalvez)+(WWW.ELGENERO.COM),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Mayores (Official Video) (feat. Bad Bunny),Bad Bunny,26,9,https://www.last.fm/music/Bad+Bunny/_/Mayores+(Official+Video)+(feat.+Bad+Bunny),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Moscow Mule (Remix) - Baian Leiva,Bad Bunny,25,9,https://www.last.fm/music/Bad+Bunny/_/Moscow+Mule+(Remix)+-+Baian+Leiva,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
SEDA feat. Bryant Myers,Bad Bunny,24,9,https://www.last.fm/music/Bad+Bunny/_/SEDA+feat.+Bryant+Myers,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Me Llueven (feat. Mark B),Bad Bunny,24,9,https://www.last.fm/music/Bad+Bunny/_/Me+Llueven+(feat.+Mark+B),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
TE MUDASTE | EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,27,9,https://www.last.fm/music/Bad+Bunny/_/TE+MUDASTE+%7C+EL+%C3%9ALTIMO+TOUR+DEL+MUNDO,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY x J BALVIN x OZUNA x ARCANGEL - SOY PEOR REMIX,Bad Bunny,25,9,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+x+J+BALVIN+x+OZUNA+x+ARCANGEL+-+SOY+PEOR+REMIX,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - SI ESTUVIÉSEMOS JUNTOS | X100PRE (Official Video),Bad Bunny,24,9,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+SI+ESTUVI%C3%89SEMOS+JUNTOS+%7C+X100PRE+(Official+Video),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La cancion,Bad Bunny,26,9,https://www.last.fm/music/Bad+Bunny/_/La+cancion,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
MÁS DE UNA CITA - Bad Bunny x Zion y Lennox | Las Que No Iban A Salir,Bad Bunny,26,9,https://www.last.fm/music/Bad+Bunny/_/M%C3%81S+DE+UNA+CITA+-+Bad+Bunny+x+Zion+y+Lennox+%7C+Las+Que+No+Iban+A+Salir,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - LA ZONA | YHLQMDLG,Bad Bunny,24,9,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+LA+ZONA+%7C+YHLQMDLG,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Pa Ti (part. Bryant Myers),Bad Bunny,22,9,https://www.last.fm/music/Bad+Bunny/_/Pa+Ti+(part.+Bryant+Myers),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
ᐸ3,Bad Bunny,21,9,https://www.last.fm/music/Bad+Bunny/_/%E1%90%B83,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
BAD BUNNY - ACHO PR (Visualizer) | nadie sabe lo que va a pasar mañana,Bad Bunny,20,9,https://www.last.fm/music/Bad+Bunny/_/BAD+BUNNY+-+ACHO+PR+(Visualizer)+%7C+nadie+sabe+lo+que+va+a+pasar+ma%C3%B1ana,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Me Llamas (feat. Arcángel, el Nene la Amenaza & Mark.B)",Bad Bunny,24,9,"https://www.last.fm/music/Bad+Bunny/_/Me+Llamas+(feat.+Arc%C3%A1ngel,+el+Nene+la+Amenaza+&+Mark.B)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Corriente (360° Visualizer),Bad Bunny,19,9,https://www.last.fm/music/Bad+Bunny/_/La+Corriente+(360%C2%B0+Visualizer),https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
NADIE SABE (Visualizer) | nadie sabe lo que va a pasar mañana,Bad Bunny,19,9,https://www.last.fm/music/Bad+Bunny/_/NADIE+SABE+(Visualizer)+%7C+nadie+sabe+lo+que+va+a+pasar+ma%C3%B1ana,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Te Lo Meto Yo (feat. Bad Bunny, Lary Over, Farruko, Arcangel & Tempo) (feat. Pepe Quintana)",Bad Bunny,20,9,"https://www.last.fm/music/Bad+Bunny/_/Te+Lo+Meto+Yo+(feat.+Bad+Bunny,+Lary+Over,+Farruko,+Arcangel+&+Tempo)+(feat.+Pepe+Quintana)",https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
La Difícil,Bad Bunny,19,9,https://www.last.fm/music/Bad+Bunny/_/La+Difi%CC%81cil,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Si Veo a Tu Mamá,Bad Bunny,17,9,https://www.last.fm/music/Bad+Bunny/_/Si+Veo+a+Tu+Mama%CC%81,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
